,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male
7997,0.22999999999999998,0.08108108108108109,0.6000000000000001,0.6217946497719453,0.0,1.0,0.0,0.9568753315941672,1.0,0.0,1.0
11658,0.98415225242561,0.43800667734057985,0.12511379663992075,0.4140251818392389,0.0,1.0,1.0,0.3023826583374381,1.0,0.0,1.0
5833,0.612,0.4189189189189189,0.9,0.3869813038433254,0.0,1.0,0.0,0.37383390113755866,1.0,0.0,0.0
2045,0.636,0.1756756756756757,0.9,0.0,0.3333333333333333,0.0,0.0,0.2064204631542312,0.0,0.0,0.0
10670,0.7498833988508814,0.36715509635400784,0.847699346577045,0.4271998450815692,0.0,0.0,1.0,0.6569408691845519,1.0,0.0,1.0
15567,0.6228539378869271,0.39831967992551137,0.291813842049479,0.4422531780764766,0.0,0.0,0.0,0.8681130727711984,1.0,0.0,0.0
10321,0.43242962861688433,0.09844364790998664,0.2802333854563229,0.46656095122435565,0.0,1.0,0.0,0.41702709578664626,0.0,1.0,1.0
5177,0.4819999999999999,0.12162162162162166,0.5,0.4297070176979028,0.0,0.0,1.0,0.8125288465048411,0.0,1.0,0.0
2281,0.9959999999999999,0.2972972972972973,0.5,0.5918563987473959,0.0,0.0,0.0,0.7942878544901038,1.0,0.0,0.0
13641,0.9276745330623839,0.367378961421946,0.8888374112865598,0.4099266135523886,0.0,0.0,0.0,0.4417328924863289,1.0,0.0,1.0
7590,0.5379999999999999,0.3243243243243243,0.8,0.5292827856919916,0.6666666666666667,1.0,1.0,0.9591404479127756,1.0,0.0,0.0
2829,0.406,0.3378378378378379,0.6000000000000001,0.3395833742696089,0.3333333333333333,1.0,1.0,0.8028892259210754,1.0,0.0,1.0
10507,0.5372680399321028,0.2624089474282789,1.0,0.4554432798627741,0.0,1.0,0.0,0.22620259687902267,1.0,0.0,1.0
14978,0.6516541507848963,0.41950312367416176,0.1,0.0,0.0,1.0,0.0,0.38215680757286286,0.0,0.0,0.0
4520,0.604,0.37837837837837845,1.0,0.4825218079579642,0.6666666666666667,1.0,0.0,0.7574237339665937,1.0,0.0,1.0
1911,0.4899999999999999,0.3108108108108108,0.9,0.0,0.3333333333333333,1.0,0.0,0.029780394027629636,0.0,0.0,1.0
14011,0.6073709930954125,0.5800028253070059,0.7230052268179608,0.4740259379684415,0.3333333333333333,1.0,0.0,0.8578001907923,1.0,0.0,0.0
3193,0.618,0.4189189189189189,0.1,0.0,0.0,1.0,0.0,0.5812462090129608,0.0,0.0,0.0
12282,0.812836298254892,0.1424555441683013,0.6541710268454296,0.6290784937627297,0.0,1.0,0.0,0.3749374534669459,1.0,0.0,1.0
8856,0.848,0.10810810810810811,0.5,0.0,0.3333333333333333,1.0,1.0,0.3235533993496379,0.0,0.0,0.0
3930,0.5439999999999999,0.4594594594594595,0.9,0.4462926361854728,0.0,1.0,1.0,0.813801268021096,1.0,0.0,0.0
8585,0.8079999999999999,0.36486486486486486,0.6000000000000001,0.0,0.0,1.0,0.0,0.3693857763416406,0.0,0.0,0.0
1079,0.628,0.1891891891891892,1.0,0.4273038905955801,0.0,1.0,1.0,0.5616967420388647,0.0,0.0,1.0
13040,0.4753559151219426,0.6017849333741592,0.9274212770034692,0.45022500748125527,0.5752624099884363,1.0,0.0,0.5868922583628731,0.0,0.0,0.0
3404,0.44600000000000006,0.0675675675675676,0.2,0.0,0.0,1.0,0.0,0.6148217154738277,0.0,0.0,0.0
12508,0.8067884058772798,0.28826294305895084,0.6222847404545879,0.0,0.12952543257568686,0.0,0.0,0.3201389576187476,0.0,0.0,1.0
8286,0.564,0.13513513513513514,0.7000000000000001,0.6198516297991747,0.0,1.0,0.0,0.009159174701183962,0.0,1.0,1.0
4681,0.7159999999999999,0.35135135135135137,0.2,0.6452333295960923,0.3333333333333333,1.0,0.0,0.42433377387540505,0.0,0.0,0.0
13503,0.5395883198516224,0.22615243276661612,0.7147056004945919,0.39705744952793526,0.0,1.0,0.0,0.6694044731337945,1.0,0.0,0.0
7349,0.564,0.3243243243243243,0.6000000000000001,0.2390303569070614,0.3333333333333333,0.0,1.0,0.7408775538063884,1.0,0.0,1.0
13859,0.6451400970957022,0.3624600645867083,0.8352755597427053,0.5380439469520474,0.0,1.0,0.0,0.953085216700025,1.0,0.0,1.0
5525,0.5479999999999999,0.445945945945946,1.0,0.49183885776093395,0.3333333333333333,1.0,1.0,0.6391293868564447,0.0,0.0,1.0
3833,0.5179999999999999,0.27027027027027034,0.6000000000000001,0.5609929513612479,0.3333333333333333,0.0,1.0,0.857174760189598,1.0,0.0,1.0
13279,0.6396407432167988,0.4452986014342678,0.3455089665303152,0.0,0.6666666666666667,0.0,0.0,0.347916622890025,0.0,1.0,0.0
8050,0.7139999999999999,0.2027027027027027,0.2,0.0,0.3333333333333333,0.0,0.0,0.6543393394069134,0.0,0.0,1.0
7357,0.5299999999999999,0.14864864864864863,0.7000000000000001,0.5712700323864562,0.3333333333333333,1.0,1.0,0.6319825043291634,0.0,1.0,0.0
977,0.33999999999999997,0.27027027027027034,0.4,0.0,0.3333333333333333,1.0,0.0,0.28191217261248447,0.0,0.0,0.0
4381,0.2839999999999999,0.2837837837837838,0.7000000000000001,0.0,0.3333333333333333,0.0,1.0,0.35659230456508595,0.0,0.0,1.0
3749,0.15399999999999991,0.2027027027027027,0.8,0.0,0.0,1.0,1.0,0.06924346275069268,0.0,0.0,1.0
7089,0.57,0.40540540540540543,0.2,0.0,0.3333333333333333,1.0,1.0,0.6827635539193992,0.0,1.0,0.0
15045,0.77115443672408,0.4168180510490016,0.7933299083390208,0.48199310415169666,0.6666666666666667,1.0,0.0,0.5553794843808358,1.0,0.0,0.0
8354,0.41200000000000003,0.1756756756756757,0.1,0.5128130309800286,0.3333333333333333,1.0,0.0,0.6254182774454959,1.0,0.0,0.0
10379,0.5115570280773014,0.1297468091902617,0.38670879600264557,0.48420841271231946,0.3776373466578482,1.0,0.0,0.27481436750238625,0.0,1.0,0.0
3821,0.5159999999999999,0.5135135135135136,0.5,0.0,0.3333333333333333,0.0,1.0,0.7690675959554137,0.0,1.0,0.0
13359,0.3518286356918046,0.21891283996442773,0.7828635691804622,0.4582377018383459,0.30477261530077016,1.0,0.0,0.5387448386872546,0.0,1.0,0.0
9292,0.22199999999999998,0.6554054054054055,0.1,0.7431117151987886,0.3333333333333333,1.0,1.0,0.9838752100825627,1.0,0.0,0.0
7304,0.658,0.5405405405405406,0.8,0.501600191535934,0.3333333333333333,1.0,1.0,0.43502449483925715,1.0,0.0,1.0
12005,0.658583303090474,0.3471238100059111,0.2,0.0,0.0,1.0,1.0,0.33159069976783434,0.0,0.0,1.0
9332,0.7199999999999999,0.5945945945945947,0.9,0.5907353061157221,0.0,1.0,0.0,0.2428209894044881,1.0,0.0,0.0
2308,0.2759999999999999,0.2027027027027027,0.4,0.5580048457124565,0.0,1.0,0.0,0.6180701757017795,1.0,0.0,0.0
11810,0.6393803679513992,0.330078249442359,0.7287104770632719,0.5716276696151226,0.8333333333333333,0.0,1.0,0.32338715935634654,1.0,0.0,1.0
9033,0.912,0.21621621621621623,0.2,0.383234005488045,0.3333333333333333,1.0,0.0,0.7185658230360998,1.0,0.0,1.0
3095,0.884,0.013513513513513542,0.7000000000000001,0.5715089740220821,0.0,1.0,0.0,0.16637218854400593,0.0,0.0,1.0
9438,0.7020000000000001,0.6081081081081081,0.30000000000000004,0.4819347967136777,0.6666666666666667,0.0,0.0,0.7236484584277799,1.0,0.0,1.0
8057,0.932,0.21621621621621623,0.2,0.43209125266756715,0.3333333333333333,1.0,0.0,0.51453578816777,1.0,0.0,0.0
14044,0.6764804789038867,0.44289043622329594,0.5,0.0,0.0,1.0,0.0,0.4611002806240009,0.0,0.0,0.0
3443,0.4939999999999999,0.37837837837837845,0.4,0.0,0.3333333333333333,1.0,0.0,0.29330591071447326,0.0,1.0,0.0
13087,0.49865451752503215,0.5238895803404866,0.5,0.49380138621703745,0.0,1.0,0.0,0.8394061295254275,1.0,0.0,0.0
4794,0.7099999999999999,0.2837837837837838,0.5,0.5953798213449932,0.3333333333333333,1.0,0.0,0.4803657249267305,0.0,0.0,0.0
7093,0.5119999999999999,0.3108108108108108,0.4,0.5287825427447456,0.0,1.0,0.0,0.7823986190681209,1.0,0.0,0.0
6939,0.44000000000000006,0.3378378378378379,0.9,0.0,0.3333333333333333,0.0,1.0,0.05703384673236293,0.0,0.0,0.0
11962,0.3661555962096006,0.36212222568936164,0.3405910597974475,0.4484128745057364,0.0,0.0,1.0,0.7537280099345479,1.0,0.0,0.0
1702,0.672,0.05405405405405406,0.5,0.0,0.3333333333333333,1.0,0.0,0.7948902620200229,0.0,1.0,1.0
6955,0.7759999999999999,0.22972972972972977,0.8,0.5073398924639084,0.0,1.0,0.0,0.0803578741769839,0.0,1.0,1.0
8994,0.5239999999999999,0.3378378378378379,0.4,0.5559880906227704,0.3333333333333333,1.0,1.0,0.38562007671732645,0.0,0.0,0.0
12119,0.3799594104650354,0.1985559499750421,0.692328507453828,0.4922426160290743,0.0,0.0,1.0,0.027307962347401193,1.0,0.0,1.0
12203,0.8406312491628706,0.36732718382237983,0.8408894198571948,0.4715055227623682,0.3333333333333333,0.0,1.0,0.8069506520562689,1.0,0.0,0.0
14802,0.6579259783101875,0.4427751655822084,0.4672835140817714,0.45637118220808043,0.0,1.0,1.0,0.3949089762207719,0.0,1.0,1.0
10015,0.6446599540872532,0.27530334515082244,0.28137762294195734,0.5459328643165556,0.6459751366021749,1.0,0.0,0.01945140712156148,0.0,1.0,0.0
7440,0.5439999999999999,0.39189189189189194,0.6000000000000001,0.5672383954776221,0.0,0.0,0.0,0.5009051864453056,0.0,1.0,0.0
9522,0.1359999999999999,0.22972972972972977,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.4443752878399887,0.0,0.0,1.0
11902,0.7037436320278594,0.3847188810084364,0.553080280537571,0.0,0.0,0.0,1.0,0.46406941523206147,0.0,0.0,1.0
2737,0.244,0.1756756756756757,0.4,0.2338117440431691,0.3333333333333333,0.0,1.0,0.36658710906891606,0.0,0.0,1.0
15101,0.9459927812814668,0.5210527099994282,0.8038600359971791,0.0,0.17310005999529848,0.0,0.0,0.7220123683477141,0.0,1.0,0.0
1011,0.7379999999999999,0.22972972972972977,0.30000000000000004,0.4900989082858304,0.0,1.0,1.0,0.6911666064109122,0.0,1.0,1.0
9301,0.5459999999999999,0.3378378378378379,0.4,0.49237728354169624,0.3333333333333333,0.0,0.0,0.7745586703530186,0.0,1.0,0.0
4256,0.4919999999999999,0.6554054054054055,0.9,0.5349114056627534,0.0,1.0,1.0,0.06722567005148991,0.0,1.0,0.0
11064,0.6040504575762876,0.41941740774995107,0.5847572622057554,0.5728987628874411,0.0,0.0,1.0,0.7651256852741435,0.0,1.0,0.0
14123,0.5587829651109795,0.3282639479480874,0.3713558481480192,0.3726299151021558,0.3333333333333333,1.0,1.0,0.5361740773610637,1.0,0.0,0.0
13338,0.5410172414620305,0.5177942047717107,0.3590752350345177,0.0,0.0,1.0,0.0,0.932803575906874,0.0,0.0,1.0
8918,0.582,0.4594594594594595,0.4,0.0,0.0,1.0,0.0,0.45480823418636473,0.0,0.0,0.0
15870,0.25314809112016673,0.5011243921672323,0.9,0.4557690513031168,0.3333333333333333,1.0,1.0,0.36367705136043305,0.0,0.0,0.0
5507,0.46599999999999986,0.2972972972972973,0.30000000000000004,0.2169341743494341,0.0,1.0,0.0,0.5481883519876147,0.0,1.0,0.0
4545,0.254,0.24324324324324326,0.30000000000000004,0.4691181985482632,0.0,0.0,0.0,0.3701874529017521,1.0,0.0,0.0
1914,0.7919999999999999,0.1756756756756757,0.2,0.45371517176555637,0.0,1.0,1.0,0.8741032768629404,0.0,1.0,1.0
1553,0.4839999999999999,0.27027027027027034,0.8,0.47540421690735074,0.3333333333333333,0.0,1.0,0.09680499487701075,0.0,0.0,0.0
5054,0.58,0.24324324324324326,0.4,0.0,0.0,0.0,0.0,0.8651070177201922,0.0,1.0,1.0
8926,0.5399999999999999,0.13513513513513514,0.8,0.0,0.3333333333333333,1.0,1.0,0.9995841602873073,0.0,0.0,1.0
1228,0.618,0.27027027027027034,0.30000000000000004,0.0,0.3333333333333333,1.0,0.0,0.7927833108061819,0.0,0.0,0.0
7143,0.7379999999999999,0.48648648648648657,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.6252094074984161,0.0,0.0,0.0
4703,0.684,0.35135135135135137,0.8,0.0,0.0,0.0,1.0,0.7953649073486517,0.0,1.0,0.0
6909,0.632,0.3378378378378379,0.5,0.0,0.3333333333333333,1.0,0.0,0.1466866085711185,0.0,1.0,1.0
10336,0.7382985348990182,0.3725602185051594,0.7071182021172725,0.5398272999153779,0.0,0.0,0.0,0.3017431599156881,1.0,0.0,0.0
9874,0.7399999999999999,0.35135135135135137,0.4,0.0,0.3333333333333333,1.0,0.0,0.8173752093324912,0.0,0.0,1.0
4724,0.386,0.4189189189189189,0.6000000000000001,0.23727633797451392,0.0,1.0,0.0,0.5212596802994686,1.0,0.0,1.0
6905,0.674,0.22972972972972977,0.1,0.4414228502098203,0.3333333333333333,1.0,1.0,0.2395710790380481,0.0,0.0,0.0
13659,0.7873412353151417,0.23158756519314644,0.8,0.4699817158131256,0.0,0.0,0.0,0.6937458881239345,1.0,0.0,1.0
11574,0.6213673319463722,0.34687966404089976,0.9266180972194683,0.43791730477873764,0.0,1.0,0.0,0.7477226578811974,0.0,0.0,0.0
7731,0.576,0.3243243243243243,0.8,0.5786327030229684,0.0,1.0,0.0,0.9673931860492676,1.0,0.0,1.0
2160,0.7539999999999999,0.13513513513513514,0.5,0.0,0.3333333333333333,0.0,1.0,0.0982168797120125,0.0,0.0,1.0
2482,0.43400000000000005,0.2972972972972973,0.4,0.4728166722990997,0.0,0.0,0.0,0.45985416607285995,0.0,1.0,1.0
13782,0.4156728891635442,0.5700248078195421,0.8518183577864612,0.4452160285345128,0.6666666666666667,1.0,0.0,0.5736010191726862,0.0,0.0,0.0
8412,0.6980000000000001,0.05405405405405406,0.9,0.3959336637437137,0.0,1.0,0.0,0.3414627596935507,0.0,0.0,1.0
1294,0.9480000000000001,0.16216216216216217,0.0,0.5326227074905194,0.0,1.0,1.0,0.810289082607389,0.0,0.0,1.0
14661,0.5591438902806247,0.5222703787600942,0.30000000000000004,0.46419388929090805,0.0,0.0,1.0,0.20257197844580466,1.0,0.0,0.0
15759,0.4567511217876109,0.42821324928246973,0.48959268156342545,0.48363428243732465,0.0,0.0,1.0,0.9461388695263616,1.0,0.0,0.0
2815,0.6880000000000001,0.25675675675675674,0.1,0.3813054933977378,0.3333333333333333,1.0,0.0,0.5016677592710104,1.0,0.0,1.0
6333,0.568,0.21621621621621623,0.8,0.4197029160325613,0.0,1.0,1.0,0.6158257613602098,0.0,0.0,1.0
4651,0.348,0.09459459459459457,0.7000000000000001,0.5237274225563057,0.0,0.0,0.0,0.9683770300063654,1.0,0.0,0.0
4796,0.7379999999999999,0.22972972972972977,0.1,0.40187607645797546,0.0,1.0,1.0,0.8250657437785308,0.0,1.0,1.0
14206,0.38570743110711725,0.3519001161359056,0.30000000000000004,0.5580917986559145,0.0,1.0,0.0,0.8397502970635508,1.0,0.0,1.0
15635,0.8283793804978482,0.3974837635112768,0.30000000000000004,0.49021811257351267,0.0,1.0,1.0,0.12295250691405679,1.0,0.0,1.0
15806,0.45017174147368777,0.5194049357675089,0.5,0.4995064397207856,0.0,0.0,0.0,0.1399682060227894,1.0,0.0,0.0
3991,0.2919999999999999,0.5540540540540542,0.7000000000000001,0.36540772390893855,0.3333333333333333,1.0,0.0,0.815725901823624,1.0,0.0,0.0
6717,0.626,0.5405405405405406,0.5,0.8613452577498698,0.0,0.0,1.0,0.3708610672319207,0.0,1.0,0.0
8950,0.22199999999999998,0.22972972972972977,0.5,0.0,0.0,1.0,1.0,0.27101308174930705,0.0,0.0,0.0
1779,0.7060000000000001,0.24324324324324326,0.2,0.0,0.3333333333333333,1.0,0.0,0.543948797110124,0.0,0.0,1.0
11249,0.6403650168329258,0.34600397723893894,0.919785284215926,0.0,0.3333333333333333,0.0,0.0,0.5813695329104597,0.0,0.0,0.0
340,0.584,0.2972972972972973,0.6000000000000001,0.5161557427559533,0.3333333333333333,0.0,1.0,0.4304793607789544,1.0,0.0,0.0
15624,0.48219888150139717,0.40803618433437805,0.8585434209116312,0.47239962357790866,0.0,0.0,0.0,0.47988087369201016,0.0,1.0,1.0
1635,0.33199999999999996,0.2027027027027027,0.7000000000000001,0.5073992392688204,0.0,1.0,1.0,0.6001862177837983,0.0,0.0,0.0
14136,0.6942152779402767,0.46686977132199325,0.8150545640724167,0.3781294714024422,0.025090940120694516,0.0,0.0,0.3631905666607827,1.0,0.0,0.0
5176,0.8119999999999999,0.13513513513513514,0.6000000000000001,0.0,0.0,1.0,1.0,0.8219938504127143,0.0,0.0,0.0
5252,0.63,0.35135135135135137,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.3327167744519602,0.0,0.0,0.0
8120,0.346,0.36486486486486486,0.5,0.0,0.3333333333333333,1.0,1.0,0.6071410819733284,0.0,0.0,1.0
1946,0.596,0.21621621621621623,0.30000000000000004,0.37879814071123463,0.3333333333333333,1.0,1.0,0.7352916703545188,1.0,0.0,1.0
11857,0.7554268091577233,0.33473143763033164,0.5114936807677732,0.0,0.3716456025592439,0.0,0.0,0.5326546973170412,0.0,0.0,1.0
1987,0.7759999999999999,0.48648648648648657,0.4,0.0,0.0,0.0,1.0,0.2785939057179961,0.0,0.0,1.0
8233,0.566,0.2027027027027027,0.4,0.3700905813990055,0.0,1.0,1.0,0.7990843125518486,0.0,1.0,0.0
532,0.7579999999999999,0.1891891891891892,0.6000000000000001,0.37343616286596687,0.0,1.0,1.0,0.3995759094993572,0.0,0.0,1.0
8000,0.7939999999999999,0.24324324324324326,0.8,0.40894412548138576,0.3333333333333333,1.0,1.0,0.9034964339094382,1.0,0.0,1.0
4673,0.588,0.2027027027027027,0.2,0.0,0.0,1.0,0.0,0.4820910396942908,0.0,0.0,1.0
7282,0.46199999999999986,0.35135135135135137,0.7000000000000001,0.7545619817193507,0.3333333333333333,1.0,0.0,0.22509474654829537,0.0,1.0,0.0
12930,0.45827903672282727,0.24324324324324326,0.6896512040964661,0.0,0.0,1.0,1.0,0.26438035018926387,0.0,0.0,1.0
3074,0.5279999999999999,0.35135135135135137,0.6000000000000001,0.4731636657736215,0.0,1.0,0.0,0.6679614403175502,1.0,0.0,0.0
358,0.7739999999999999,0.3108108108108108,0.1,0.40638308565840425,0.0,1.0,1.0,0.6177374939306703,0.0,0.0,1.0
12523,0.5155215610360229,0.21260411624088074,0.8842991871037462,0.0,0.0,0.0,0.0,0.7276590184673848,0.0,0.0,0.0
710,0.38,0.40540540540540543,0.0,0.5903451875620098,0.0,0.0,0.0,0.5848653546413682,0.0,0.0,1.0
4108,0.7179999999999999,0.2837837837837838,0.9,0.49710988234306613,0.0,1.0,0.0,0.3681865618166535,1.0,0.0,0.0
2092,0.61,0.27027027027027034,0.30000000000000004,1.0,0.6666666666666667,0.0,1.0,0.40525080145153863,0.0,1.0,1.0
1166,0.5439999999999999,0.13513513513513514,0.1,0.570449260893138,0.3333333333333333,1.0,0.0,0.40860012131158524,1.0,0.0,0.0
4208,0.19399999999999995,0.35135135135135137,0.5,0.3554783139241913,0.0,1.0,1.0,0.37701930534366035,0.0,0.0,0.0
10573,0.6524114292554406,0.1627476765255118,0.23826687748448513,0.46727442603454594,0.3333333333333333,1.0,0.0,0.6556860424519435,0.0,1.0,0.0
13699,0.7081037851045062,0.1895398145422514,0.6967567154841747,0.5086120873228971,0.8333333333333333,0.0,0.0,0.9186655127620654,0.0,0.0,1.0
8595,0.816,0.0675675675675676,0.5,0.4891990210049029,0.0,1.0,0.0,0.5122952241939105,1.0,0.0,0.0
15396,0.6017542169734919,0.48665711498925346,0.30000000000000004,0.4720685363976358,0.4458473899116395,1.0,1.0,0.4882527909592419,1.0,0.0,0.0
6988,0.828,0.35135135135135137,0.1,0.0,0.3333333333333333,1.0,1.0,0.05728447066694868,0.0,0.0,0.0
14111,0.25410812720705456,0.5246050495297301,0.947083875770909,0.4645226384222586,0.3333333333333333,1.0,0.0,0.8631517172982517,1.0,0.0,1.0
5418,0.42400000000000004,0.22972972972972977,0.30000000000000004,0.5671471233599268,0.0,0.0,1.0,0.8855901738616038,1.0,0.0,1.0
4466,0.126,0.22972972972972977,0.2,0.0,0.3333333333333333,1.0,1.0,0.30483541178182516,0.0,1.0,1.0
7773,0.572,0.6554054054054055,0.7000000000000001,0.5448799949015157,0.0,0.0,1.0,0.33373947211958743,1.0,0.0,1.0
3203,0.7379999999999999,0.6554054054054055,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.2915702449583935,0.0,0.0,1.0
14001,0.720647806256837,0.33613310076648534,0.1,0.5185360258108742,0.0,1.0,0.0,0.9661408402848143,0.0,0.0,0.0
13467,0.42014863368509286,0.5659903335990699,0.30000000000000004,0.2980815577594258,0.0,0.0,0.0,0.09104180515352431,0.0,0.0,0.0
2949,0.33799999999999997,0.2837837837837838,0.4,0.4459983732837504,0.0,1.0,1.0,0.48787454201876274,0.0,1.0,1.0
5220,0.44200000000000006,0.25675675675675674,0.9,0.5563732270739886,0.6666666666666667,1.0,0.0,0.5207550821103415,1.0,0.0,1.0
13482,0.6394148893860878,0.4435532112051905,0.30000000000000004,0.3858006707917128,0.0,1.0,0.0,0.8833768746387322,1.0,0.0,1.0
3198,0.388,0.0675675675675676,0.1,0.3845035249172284,0.0,1.0,0.0,0.17771392167952038,0.0,0.0,1.0
9106,0.6960000000000001,0.4594594594594595,1.0,0.4276811752532672,0.6666666666666667,1.0,0.0,0.14398745080155154,1.0,0.0,1.0
33,0.33999999999999997,0.3243243243243243,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.17201127707696084,0.0,1.0,0.0
3738,0.29599999999999993,0.35135135135135137,0.2,0.48108245861895566,0.3333333333333333,1.0,1.0,0.49086767786323593,1.0,0.0,0.0
3061,0.46799999999999986,0.2027027027027027,0.30000000000000004,0.35198147582550354,0.3333333333333333,1.0,1.0,0.8882838311058706,1.0,0.0,1.0
7581,0.7159999999999999,0.3243243243243243,0.9,0.704279414801444,0.3333333333333333,1.0,1.0,0.5240158435130555,1.0,0.0,1.0
3277,0.88,0.3108108108108108,0.2,0.5046641447130985,0.0,1.0,0.0,0.9911586556516147,0.0,0.0,0.0
12619,0.48677680263007345,0.21710550682185864,0.6532903752408771,0.0,0.0,1.0,0.0,0.5065142856222994,0.0,1.0,1.0
7246,0.2699999999999999,0.25675675675675674,0.5,0.0,0.3333333333333333,0.0,1.0,0.851155735372728,0.0,0.0,1.0
6693,0.574,0.12162162162162166,0.9,0.5139147930540245,0.0,1.0,0.0,0.23389903735806766,0.0,0.0,1.0
15864,0.6914811935927061,0.24449425134519107,0.2635808466818622,0.4396497120736415,0.12139717772712602,1.0,1.0,0.03156714359808684,0.0,0.0,0.0
1002,0.7499999999999999,0.2837837837837838,0.1,0.20279540589567666,0.3333333333333333,1.0,1.0,0.9201476741028768,1.0,0.0,1.0
12918,0.6284257177726722,0.40601200468207044,0.7434984049496174,0.5504091739115426,0.0,1.0,1.0,0.5284558668988425,0.0,0.0,1.0
5463,0.7619999999999999,0.24324324324324326,0.6000000000000001,0.0,0.0,0.0,0.0,0.7606565426998277,0.0,0.0,0.0
1879,0.45799999999999985,0.1756756756756757,0.9,0.0,0.0,0.0,1.0,0.6952484962313901,0.0,0.0,1.0
14946,0.49551473106242677,0.3081399590538961,0.4,0.0,0.0,1.0,0.0,0.4404386310877027,0.0,0.0,1.0
15125,0.3722383838041762,0.35066521063439304,0.018984511738901613,0.49257278235478974,0.0,1.0,1.0,0.37793524434529124,0.0,0.0,0.0
1854,0.7799999999999999,0.24324324324324326,0.4,0.4346170989185291,0.0,0.0,0.0,0.47276094867059804,1.0,0.0,0.0
6210,0.344,0.16216216216216217,0.30000000000000004,0.0,0.3333333333333333,1.0,0.0,0.7274658229860952,0.0,1.0,1.0
13373,0.7507844687398701,0.43103231993253066,0.04597594450004843,0.5276829930546165,0.0,1.0,0.0,0.06827091470849025,1.0,0.0,1.0
13818,0.5348196611904928,0.3084101171269655,0.7411174333697723,0.508220178623209,0.6666666666666667,1.0,0.0,0.5516455778037904,0.0,0.0,0.0
8036,0.41000000000000003,0.040540540540540515,0.1,0.0,0.3333333333333333,0.0,0.0,0.5194984621031309,0.0,1.0,1.0
309,0.17599999999999993,0.1756756756756757,0.8,0.31247224719805566,0.0,1.0,0.0,0.2246486039416764,1.0,0.0,1.0
2802,0.848,0.47297297297297297,0.4,0.45320903000895707,0.0,1.0,1.0,0.769455232974749,0.0,0.0,1.0
15416,0.7562842677495213,0.3874940945005711,0.5,0.5477911724271677,0.0,1.0,0.0,0.7507465655716129,0.0,1.0,1.0
10018,0.5469532132842037,0.45175256806624875,0.8542969003690241,0.0,0.0,0.0,0.0,0.5213390204851601,0.0,0.0,1.0
